130521,130500,邢台县,"中国,河北省,邢台市,邢台县",邢台,"中国,河北,邢台,邢台",3,0319,054000,Xingtai,XT,X,114.56575,37.0456,行政区,
130522,130500,临城县,"中国,河北省,邢台市,临城县",临城,"中国,河北,邢台,临城",3,0319,054300,Lincheng,LC,L,114.50387,37.43977,行政区,
130523,130500,内丘县,"中国,河北省,邢台市,内丘县",内丘,"中国,河北,邢台,内丘",3,0319,054200,Neiqiu,NQ,N,114.51212,37.28671,行政区,
130524,130500,柏乡县,"中国,河北省,邢台市,柏乡县",柏乡,"中国,河北,邢台,柏乡",3,0319,055450,Baixiang,BX,B,114.69332,37.48242,行政区,
130525,130500,隆尧县,"中国,河北省,邢台市,隆尧县",隆尧,"中国,河北,邢台,隆尧",3,0319,055350,Longyao,LY,L,114.77615,37.35351,行政区,
130526,130500,任县,"中国,河北省,邢台市,任县",任县,"中国,河北,邢台,任县",3,0319,055150,Renxian,RX,R,114.6842,37.12575,行政区,
130527,130500,南和县,"中国,河北省,邢台市,南和县",南和,"中国,河北,邢台,南和",3,0319,054400,Nanhe,NH,N,114.68371,37.00488,行政区,
130528,130500,宁晋县,"中国,河北省,邢台市,宁晋县",宁晋,"中国,河北,邢台,宁晋",3,0319,055550,Ningjin,NJ,N,114.92117,37.61696,行政区,
130529,130500,巨鹿县,"中国,河北省,邢台市,巨鹿县",巨鹿,"中国,河北,邢台,巨鹿",3,0319,055250,Julu,JL,J,115.03524,37.21801,行政区,
130530,130500,新河县,"中国,河北省,邢台市,新河县",新河,"中国,河北,邢台,新河",3,0319,051730,Xinhe,XH,X,115.24987,37.52718,行政区,
130531,130500,广宗县,"中国,河北省,邢台市,广宗县",广宗,"中国,河北,邢台,广宗",3,0319,054600,Guangzong,GZ,G,115.14254,37.0746,行政区,
130532,130500,平乡县,"中国,河北省,邢台市,平乡县",平乡,"中国,河北,邢台,平乡",3,0319,054500,Pingxiang,PX,P,115.03002,37.06317,行政区,
130533,130500,威县,"中国,河北省,邢台市,威县",威县,"中国,河北,邢台,威县",3,0319,054700,Weixian,WX,W,115.2637,36.9768,行政区,
130534,130500,清河县,"中国,河北省,邢台市,清河县",清河,"中国,河北,邢台,清河",3,0319,054800,Qinghe,QH,Q,115.66479,37.07122,行政区,
130535,130500,临西县,"中国,河北省,邢台市,临西县",临西,"中国,河北,邢台,临西",3,0319,054900,Linxi,LX,L,115.50097,36.87078,行政区,
130581,130500,南宫市,"中国,河北省,邢台市,南宫市",南宫,"中国,河北,邢台,南宫",3,0319,051800,Nangong,NG,N,115.39068,37.35799,行政区,
130582,130500,沙河市,"中国,河北省,邢台市,沙河市",沙河,"中国,河北,邢台,沙河",3,0319,054100,Shahe,SH,S,114.4981,36.8577,行政区,
130600,130000,保定市,"中国,河北省,保定市",保定,"中国,河北,保定",2,0312,071000,Baoding,BD,B,115.482331,38.867657,行政区,
130602,130600,竞秀区,"中国,河北省,保定市,竞秀区",竞秀,"中国,河北,保定,竞秀",3,0312,071052,Jingxiu,JX,J,115.4587,38.87751,行政区,
130606,130600,莲池区,"中国,河北省,保定市,莲池区",莲池,"中国,河北,保定,莲池",3,0312,071000,Lianchi,LC,L,115.49715,38.88322,行政区,
130607,130600,满城区,"中国,河北省,保定市,满城区",满城,"中国,河北,保定,满城",3,0312,072150,Mancheng,MC,M,115.32296,38.94972,行政区,
130608,130600,清苑区,"中国,河北省,保定市,清苑区",清苑,"中国,河北,保定,清苑",3,0312,071100,Qingyuan,QY,Q,115.49267,38.76709,行政区,
130609,130600,徐水区,"中国,河北省,保定市,徐水区",徐水,"中国,河北,保定,徐水",3,0312,072550,Xushui,XS,X,115.65829,39.02099,行政区,
130623,130600,涞水县,"中国,河北省,保定市,涞水县",涞水,"中国,河北,保定,涞水",3,0312,074100,Laishui,LS,L,115.71517,39.39404,行政区,
130624,130600,阜平县,"中国,河北省,保定市,阜平县",阜平,"中国,河北,保定,阜平",3,0312,073200,Fuping,FP,F,114.19683,38.84763,行政区,
130626,130600,定兴县,"中国,河北省,保定市,定兴县",定兴,"中国,河北,保定,定兴",3,0312,072650,Dingxing,DX,D,115.80786,39.26312,行政区,
130627,130600,唐县,"中国,河北省,保定市,唐县",唐县,"中国,河北,保定,唐县",3,0312,072350,Tangxian,TX,T,114.98516,38.74513,行政区,
130628,130600,高阳县,"中国,河北省,保定市,高阳县",高阳,"中国,河北,保定,高阳",3,0312,071500,Gaoyang,GY,G,115.7788,38.70003,行政区,
130629,130600,容城县,"中国,河北省,保定市,容城县",容城,"中国,河北,保定,容城",3,0312,071700,Rongcheng,RC,R,115.87158,39.0535,行政区,
130630,130600,涞源县,"中国,河北省,保定市,涞源县",涞源,"中国,河北,保定,涞源",3,0312,074300,Laiyuan,LY,L,114.69128,39.35388,行政区,
130631,130600,望都县,"中国,河北省,保定市,望都县",望都,"中国,河北,保定,望都",3,0312,072450,Wangdu,WD,W,115.1567,38.70996,行政区,
130632,130600,安新县,"中国,河北省,保定市,安新县",安新,"中国,河北,保定,安新",3,0312,071600,Anxin,AX,A,115.93557,38.93532,行政区,
130633,130600,易县,"中国,河北省,保定市,易县",易县,"中国,河北,保定,易县",3,0312,074200,Yixian,YX,Y,115.4981,39.34885,行政区,
130634,130600,曲阳县,"中国,河北省,保定市,曲阳县",曲阳,"中国,河北,保定,曲阳",3,0312,073100,Quyang,QY,Q,114.70123,38.62154,行政区,
130635,130600,蠡县,"中国,河北省,保定市,蠡县",蠡县,"中国,河北,保定,蠡县",3,0312,071400,Lixian,LX,L,115.57717,38.48974,行政区,
130636,130600,顺平县,"中国,河北省,保定市,顺平县",顺平,"中国,河北,保定,顺平",3,0312,072250,Shunping,SP,S,115.1347,38.83854,行政区,
130637,130600,博野县,"中国,河北省,保定市,博野县",博野,"中国,河北,保定,博野",3,0312,071300,Boye,BY,B,115.47033,38.4564,行政区,
130638,130600,雄县,"中国,河北省,保定市,雄县",雄县,"中国,河北,保定,雄县",3,0312,071800,Xiongxian,XX,X,116.10873,38.99442,行政区,
130681,130600,涿州市,"中国,河北省,保定市,涿州市",涿州,"中国,河北,保定,涿州",3,0312,072750,Zhuozhou,ZZ,Z,115.98062,39.48622,行政区,
130682,130600,定州市,"中国,河北省,保定市,定州市",定州,"中国,河北,保定,定州",3,0312,073000,Dingzhou,DZ,D,114.9902,38.51623,行政区,
130683,130600,安国市,"中国,河北省,保定市,安国市",安国,"中国,河北,保定,安国",3,0312,071200,Anguo,AG,A,115.32321,38.41391,行政区,
130684,130600,高碑店市,"中国,河北省,保定市,高碑店市",高碑店,"中国,河北,保定,高碑店",3,0312,074000,Gaobeidian,GBD,G,115.87368,39.32655,行政区,
130685,130600,雄安新区,"中国,河北省,保定市,雄安新区",雄安新区,"中国,河北,保定,雄安新区",3,0312,071000,XionganXinQu,XAXQ,X,115.976478,38.995544,,国家级新区
130686,130600,高新区,"中国,河北省,保定市,高新区",高新区,"中国,河北,保定,高新区",3,0312,071000,Gaoxinqu,GXQ,G,115.46533,38.904525,,高新技术开发区
130700,130000,张家口市,"中国,河北省,张家口市",张家口,"中国,河北,张家口",2,0313,075000,Zhangjiakou,ZJK,Z,114.884091,40.811901,行政区,
130702,130700,桥东区,"中国,河北省,张家口市,桥东区",桥东,"中国,河北,张家口,桥东",3,0313,075000,Qiaodong,QD,Q,114.8943,40.78844,行政区,
130703,130700,桥西区,"中国,河北省,张家口市,桥西区",桥西,"中国,河北,张家口,桥西",3,0313,075000,Qiaoxi,QX,Q,114.86962,40.81945,行政区,
130705,130700,宣化区,"中国,河北省,张家口市,宣化区",宣化,"中国,河北,张家口,宣化",3,0313,075000,Xuanhua,XH,X,115.06543,40.60957,行政区,
130706,130700,下花园区,"中国,河北省,张家口市,下花园区",下花园,"中国,河北,张家口,下花园",3,0313,075300,Xiahuayuan,XHY,X,115.28744,40.50236,行政区,
130708,130700,万全区,"中国,河北省,张家口市,万全区",万全,"中国,河北,张家口,万全",3,0313,076250,Wanquan,WQ,W,114.7405,40.76694,行政区,
130709,130700,崇礼区,"中国,河北省,张家口市,崇礼区",崇礼,"中国,河北,张家口,崇礼",3,0313,076350,Chongli,CL,C,115.27993,40.97519,行政区,
130722,130700,张北县,"中国,河北省,张家口市,张北县",张北,"中国,河北,张家口,张北",3,0313,076450,Zhangbei,ZB,Z,114.71432,41.15977,行政区,
130723,130700,康保县,"中国,河北省,张家口市,康保县",康保,"中国,河北,张家口,康保",3,0313,076650,Kangbao,KB,K,114.60031,41.85225,行政区,
130724,130700,沽源县,"中国,河北省,张家口市,沽源县",沽源,"中国,河北,张家口,沽源",3,0313,076550,Guyuan,GY,G,115.68859,41.66959,行政区,
130725,130700,尚义县,"中国,河北省,张家口市,尚义县",尚义,"中国,河北,张家口,尚义",3,0313,076750,Shangyi,SY,S,113.97134,41.07782,行政区,
130726,130700,蔚县,"中国,河北省,张家口市,蔚县",蔚县,"中国,河北,张家口,蔚县",3,0313,075700,Yuxian,YX,Y,114.58892,39.84067,行政区,
130727,130700,阳原县,"中国,河北省,张家口市,阳原县",阳原,"中国,河北,张家口,阳原",3,0313,075800,Yangyuan,YY,Y,114.15051,40.10361,行政区,
130728,130700,怀安县,"中国,河北省,张家口市,怀安县",怀安,"中国,河北,张家口,怀安",3,0313,076150,Huai'an,HA,H,114.38559,40.67425,行政区,
130730,130700,怀来县,"中国,河北省,张家口市,怀来县",怀来,"中国,河北,张家口,怀来",3,0313,075400,Huailai,HL,H,115.51773,40.41536,行政区,
130731,130700,涿鹿县,"中国,河北省,张家口市,涿鹿县",涿鹿,"中国,河北,张家口,涿鹿",3,0313,075600,Zhuolu,ZL,Z,115.22403,40.37636,行政区,
130732,130700,赤城县,"中国,河北省,张家口市,赤城县",赤城,"中国,河北,张家口,赤城",3,0313,075500,Chicheng,CC,C,115.83187,40.91438,行政区,
130800,130000,承德市,"中国,河北省,承德市",承德,"中国,河北,承德",2,0314,067000,Chengde,CD,C,117.939152,40.976204,行政区,
